X,Y,numReview,avgReview,num,age,sex,job,zip,lat,lon,
0.43401,0.47432,22,3.2727,722,26,M,executive,94403,37.541,-122.304,
0.32018,0.3498,85,2.1647,723,31,M,executive,40243,38.242,-85.535,
0.3702,0.47459,25,3.8,724,21,M,student,91711,33.787,-118.299,
0.29224,0.50154,24,3,725,25,F,administrator,80538,40.551,-105.183,
0.28008,0.34498,322,3.0373,726,25,M,student,78741,30.231,-97.715,
0.3631,0.41336,26,3.5769,727,58,M,executive,94306,37.189,-121.705,
0.33129,0.44827,21,2.8571,728,19,M,student,56567,46.491,-95.366,
0.59103,0.42481,38,3.2368,729,31,F,scientist,32114,29.146,-81.053,
0.70892,0.66728,83,3.3855,730,41,F,educator,70403,30.53,-90.465,
0.36396,0.44469,20,3.7,731,28,F,other,98405,47.248,-122.473,
0.61589,0.47036,107,3.028,732,44,F,other,60630,41.812,-87.687,
0.63599,0.63264,64,3.6094,733,25,F,other,63108,38.645,-90.252,
0.57005,0.43084,53,3.3208,734,29,F,healthcare,85719,32.247,-110.948,
0.48827,0.47674,24,3,735,48,F,writer,94618,37.843,-122.24,
0.55039,0.60141,33,3.9697,736,30,M,programmer,98072,47.741,-122.091,
0.69644,0.63653,148,3.6757,737,35,M,technician,95403,38.477,-122.81,
0.3884,0.54883,35,3.6,738,35,M,technician,73162,35.565,-97.575,
0.49556,0.42666,20,3.4,739,25,F,educator,22206,38.84,-77.089,
0.68761,0.47352,104,3.4615,740,25,M,writer,63108,38.645,-90.252,
0.63095,0.44759,26,3.4615,741,35,M,student,29210,33.981,-80.993,
0.54865,0.48541,35,3.6857,742,31,M,programmer,92660,33.638,-117.875,
0.46231,0.53826,27,3.8519,743,35,M,marketing,47024,39.468,-85.178,
0.53803,0.6182,60,3.1,744,42,M,writer,55113,45.014,-93.157,
0.49466,0.57411,67,3.6418,745,25,M,engineer,19047,40.289,-75.065,
0.78942,0.58234,293,4.0546,746,19,M,other,93612,36.878,-119.585,
0.70908,0.62809,108,3.7222,747,28,M,administrator,94720,37.867,-122.254,
0.38215,0.59829,305,3.623,748,33,M,other,80919,38.938,-104.917,
0.32472,0.36232,33,3.0909,749,28,M,administrator,32303,30.536,-84.248,
0.66767,0.60659,168,3.5417,750,24,F,other,90034,33.787,-118.299,
0.41681,0.3637,73,3.2055,751,60,M,retired,21201,39.297,-76.623,
0.60783,0.61806,57,3.5965,752,56,M,salesman,91206,33.787,-118.299,
0.46093,0.43473,34,3.3824,753,59,F,librarian,62901,37.775,-89.387,
0.33061,0.52118,38,3.1053,754,44,F,educator,97007,45.45,-122.865,
0.45462,0.43145,109,3.1927,755,30,F,none,90247,33.888,-118.295,
0.55725,0.39996,166,3.3675,756,26,M,student,55104,44.956,-93.167,
0.63042,0.39253,357,3.8768,757,27,M,student,53706,43.078,-89.413,
0.28611,0.48589,32,4.0625,758,20,F,student,68503,40.845,-96.699,
0.28296,0.39775,41,3.2439,759,35,F,other,14211,42.912,-78.819,
0.2561,0.46434,66,2.8485,760,17,M,student,97302,44.89,-123.082,
0.58654,0.3947,21,3.0476,761,32,M,administrator,95050,37.189,-121.705,
0.73699,0.52677,129,3.7829,762,27,M,scientist,2113,42.365,-71.055,
0.46766,0.61708,109,3.6881,763,27,F,educator,62903,37.759,-89.416,
0.45537,0.51156,23,4.087,764,31,M,student,33066,26.252,-80.165,
0.75862,0.56175,175,3.3543,765,42,M,other,10960,41.08,-73.93,
0.57449,0.58581,37,4.4324,766,70,M,engineer,0,300,300,
0.53498,0.57408,64,3.2656,767,29,M,administrator,12866,43.101,-73.851,
0.37399,0.42786,29,3.069,768,39,M,executive,6927,41.309,-73.364,
0.44603,0.51149,64,4.2969,769,28,M,student,14216,42.946,-78.86,
0.59042,0.59732,70,3.7143,770,26,M,student,15232,40.434,-80.025,
0.37934,0.47101,33,4,771,50,M,writer,27105,36.162,-80.241,
0.69483,0.49677,161,3.2795,772,20,M,student,55414,44.975,-93.234,
0.48004,0.32744,224,2.058,773,30,M,student,80027,39.981,-105.27,
0.46762,0.47544,28,3.7857,774,46,M,executive,90036,33.787,-118.299,
0.53651,0.39322,105,3.4667,775,30,M,librarian,51157,300,300,
0.16943,0.43042,36,4.0556,776,63,M,programmer,1810,42.648,-71.166,
0.45631,0.35057,65,2.9538,777,34,M,student,1960,42.537,-70.974,
0.33017,0.47186,37,3.9189,778,31,M,student,K7L5J,300,300,
0.56486,0.61897,55,3.8727,779,49,M,programmer,94560,37.534,-122.025,
0.62968,0.57459,42,3.7857,780,20,M,student,48825,42.724,-84.465,
0.20263,0.42496,232,2.7888,781,21,F,artist,33205,300,300,
0.31149,0.44608,30,3.8667,782,30,M,marketing,77081,29.682,-95.307,
0.38366,0.5046,39,3.8462,783,47,M,administrator,91040,33.787,-118.299,
0.45885,0.45592,27,3.7037,784,32,M,engineer,23322,36.643,-76.242,
0.64185,0.59954,117,3.8718,785,36,F,engineer,1754,42.446,-71.459,
0.31071,0.52514,57,3.1404,786,18,F,student,98620,45.841,-120.769,
0.52809,0.71678,249,3.3414,787,51,M,administrator,5779,300,300,
0.47137,0.39778,33,3.6667,788,29,M,other,55420,44.835,-93.255,
0.35641,0.35415,231,3.0173,789,27,M,technician,80913,38.73,-104.754,
0.38454,0.43807,25,3.8,790,31,M,educator,20064,38.933,-76.996,
0.31302,0.44716,47,3.1277,791,40,M,programmer,12205,42.72,-73.821,
0.42811,0.32594,55,3.5091,792,22,M,student,85281,33.433,-111.927,
0.60783,0.5438,39,4.3077,793,32,M,educator,57197,43.675,-96.791,
0.51156,0.38677,159,3.1321,794,30,M,programmer,8610,40.202,-74.705,
0.45133,0.65333,358,3.6006,795,32,F,writer,33755,27.978,-82.782,
0.34125,0.39105,26,2.6538,796,44,F,other,62522,39.866,-89.019,
0.21724,0.38606,239,3.3264,797,40,F,writer,64131,38.963,-94.575,
0.43379,0.49729,24,4,798,49,F,administrator,19716,39.564,-75.597,
0.38575,0.4512,28,3.75,799,25,M,programmer,55337,44.772,-93.226,
0.32389,0.35997,26,4.0385,800,22,M,writer,92154,32.628,-117.035,
0.21241,0.42341,75,3.4933,801,35,M,administrator,34105,26.194,-81.764,
0.49652,0.33437,33,3.0909,802,70,M,administrator,78212,29.439,-98.493,
0.32917,0.56393,332,3.6657,803,39,M,educator,61820,40.102,-88.197,
0.64872,0.41181,273,3.348,804,27,F,other,20009,38.919,-77.04,
0.71154,0.5697,140,3.6429,805,27,M,marketing,11217,40.685,-73.981,
0.37377,0.53648,204,3.8922,806,41,F,healthcare,93555,35.54,-117.794,
0.4121,0.46682,23,4.1304,807,45,M,salesman,90016,33.787,-118.299,
0.41334,0.4606,20,3.45,808,50,F,marketing,30803,33.141,-82.527,
0.31301,0.45868,26,4.4231,809,55,F,other,80526,40.588,-105.324,
0.29987,0.38037,21,4.1429,810,40,F,educator,73013,35.556,-97.515,
0.24289,0.43783,20,3.5,811,22,M,technician,76234,33.26,-97.611,
0.22531,0.43305,29,2.7931,812,14,F,student,2136,42.254,-71.129,
0.27659,0.41628,35,2.9714,813,30,M,other,12345,42.833,-74.058,
0.70401,0.60029,183,3.7432,814,32,M,other,28806,35.57,-82.606,
0.27605,0.38834,25,3.84,815,34,M,other,20755,39.154,-76.691,
0.34274,0.49871,36,3.3611,816,19,M,student,60152,42.255,-88.608,
0.46796,0.44371,21,3.4762,817,28,M,librarian,27514,36.005,-79.054,
0.50199,0.44906,28,4.0714,818,59,M,administrator,40205,38.224,-85.6,
0.48641,0.37602,21,3,819,22,M,student,37725,36.001,-83.423,
0.61336,0.53588,62,4.3387,820,37,M,engineer,77845,30.579,-96.294,
0.38733,0.51424,25,3.12,821,29,F,librarian,53144,42.618,-87.948,
0.72778,0.58222,185,4.0054,822,27,M,artist,50322,41.63,-93.754,
0.25377,0.42401,20,2.6,823,31,M,other,15017,40.355,-80.091,
0.20179,0.45002,145,3.6138,824,44,M,engineer,5452,44.486,-73.025,
0.39792,0.40216,115,3.8261,825,28,M,artist,77048,29.626,-95.341,
0.45746,0.46447,28,3.25,826,23,F,engineer,80228,39.689,-105.156,
0.59544,0.45494,104,3.1154,827,28,M,librarian,85282,33.397,-111.929,
0.65939,0.51617,64,3.5469,828,48,M,writer,80209,39.707,-104.964,
0.65079,0.61224,106,3.7453,829,46,M,programmer,53066,43.087,-88.463,
0.64386,0.50295,73,3.5205,830,21,M,other,33765,27.99,-82.743,
0.2823,0.4622,25,2.96,831,24,M,technician,77042,29.834,-95.434,
0.77451,0.49811,267,3.0562,832,34,M,writer,90019,33.787,-118.299,
0.50003,0.51383,54,3.9259,833,26,M,other,64153,39.27,-94.742,
0.61326,0.57705,102,4.1471,834,44,F,executive,11577,40.755,-73.602,
0.69313,0.57096,50,3.86,835,44,M,artist,10018,40.755,-73.993,
0.47063,0.48473,46,3.0435,836,36,F,artist,55409,44.925,-93.289,
0.66347,0.57153,93,4.1183,837,23,M,student,1375,42.565,-72.701,
0.44918,0.29443,57,3.193,838,38,F,entertainment,90814,33.771,-118.143,
0.77965,0.6314,197,4.1371,839,39,M,artist,55406,44.976,-93.279,
0.42649,0.44164,31,3.9032,840,45,M,doctor,47401,39.079,-86.435,
0.49342,0.45768,27,3.7407,841,40,M,writer,93055,300,300,
0.42036,0.55407,204,2.7353,842,35,M,librarian,44212,41.206,-81.823,
0.6615,0.50426,81,3.5062,843,22,M,engineer,95662,38.687,-121.225,
0.33467,0.51451,31,3.129,844,64,M,doctor,97405,43.935,-123.166,
0.58997,0.44977,405,3.7407,845,27,M,lawyer,47130,38.405,-85.717,
0.29091,0.50531,146,3.0342,846,29,M,student,55417,44.963,-93.254,
0.56857,0.64509,150,4.2867,847,46,M,engineer,2146,42.308,-71.089,
0.35486,0.45788,23,4.8696,848,15,F,student,25652,37.804,-82.047,
0.4618,0.5831,51,4.5294,849,34,M,technician,78390,27.974,-97.421,
0.47522,0.34772,209,3.4593,850,18,M,other,29646,34.114,-82.128,
0.26533,0.40576,49,3.4694,851,46,M,administrator,94086,37.189,-121.705,
0.27128,0.42485,41,2.9756,852,49,M,writer,40515,37.925,-84.437,
0.73755,0.49647,217,3.212,853,29,F,student,55408,44.948,-93.289,
0.49851,0.59433,23,3.3478,854,53,M,librarian,4988,44.601,-69.357,
0.43295,0.38329,26,3.4231,855,43,F,marketing,97215,45.519,-122.599,
0.51178,0.40376,22,3.2727,856,35,F,administrator,V1G4L,300,300,
0.48276,0.48143,21,3.4286,857,63,M,educator,9645,300,300,
0.25401,0.36225,39,3.8462,858,18,F,other,6492,41.456,-72.811,
0.63814,0.49387,71,3.2394,859,70,F,retired,48322,42.543,-83.38,
0.38444,0.52974,43,4,860,38,F,student,14085,42.716,-78.929,
0.59597,0.6257,165,4.3636,861,25,M,executive,13820,42.462,-75.097,
0.35967,0.32649,107,3.1215,862,17,M,student,60089,42.18,-87.961,
0.60467,0.39256,294,3.8231,863,27,M,programmer,63021,38.567,-90.536,
0.57808,0.36152,66,2.2879,864,25,M,artist,11231,40.677,-74.003,
0.55401,0.54103,20,2.7,865,45,M,other,60302,41.812,-87.687,
0.58943,0.57673,95,4.2632,866,24,M,scientist,92507,33.753,-116.056,
0.67117,0.40232,208,2.9519,867,21,M,programmer,55303,45.282,-93.419,
0.63244,0.38816,47,2.8723,868,30,M,student,10025,40.799,-73.968,
0.74295,0.58297,269,3.4535,869,22,M,student,65203,38.882,-92.398,
0.34899,0.57757,115,3.4957,870,31,M,executive,44648,40.812,-81.368,
0.20564,0.43514,71,3.3803,871,19,F,student,74078,36.094,-96.987,
0.31349,0.49686,20,2.9,872,48,F,administrator,33763,28.017,-82.746,
0.52643,0.49862,34,3.8235,873,36,M,scientist,37076,36.154,-86.584,
0.73609,0.55216,89,4.191,874,24,F,student,35802,34.661,-86.561,
0.50986,0.54919,21,4.1905,875,41,M,other,20902,39.04,-77.044,
0.54967,0.52871,81,3.8272,876,30,M,other,77504,29.645,-95.176,
0.77439,0.61197,134,3.2687,877,50,F,educator,98027,47.497,-122.011,
0.45375,0.4774,29,3.6897,878,33,F,administrator,55337,44.772,-93.226,
0.62493,0.3755,368,3.4266,879,13,M,student,83702,43.662,-116.195,
0.36742,0.56183,259,3.3205,880,39,M,marketing,43017,40.076,-82.814,
0.63095,0.51794,137,4.0511,881,35,M,engineer,40503,38.003,-84.539,
0.79484,0.5121,268,3.9254,882,49,M,librarian,50266,41.653,-93.747,
0.66412,0.56498,43,3.7209,883,44,M,engineer,55337,44.772,-93.226,
0.4784,0.63716,102,3.3137,884,30,F,other,95316,37.55,-120.718,
0.62373,0.41682,240,3.3625,885,20,M,student,61820,40.102,-88.197,
0.26612,0.3829,171,3.924,886,14,F,student,27249,36.15,-79.61,
0.43463,0.45222,20,4.3,887,41,M,scientist,17036,40.34,-76.783,
0.65365,0.54667,326,3.4356,888,24,M,technician,78704,30.241,-97.769,
0.78343,0.58364,119,3.8571,889,32,M,student,97301,44.905,-122.922,
0.43287,0.48888,47,4.1277,890,51,F,administrator,3062,42.86,-71.5,
0.68373,0.58533,226,4,891,36,M,other,45243,39.185,-84.345,
0.39733,0.43842,59,3.4237,892,25,M,student,95823,38.481,-121.442,
0.68661,0.53601,245,3.6367,893,47,M,educator,74075,36.168,-97.069,
0.51729,0.40564,20,3.75,894,31,F,librarian,32301,30.419,-84.203,
0.41242,0.66565,362,2.9807,895,28,M,writer,91505,33.787,-118.299,
0.51425,0.65748,185,3.9622,896,30,M,other,33484,26.454,-80.135,
0.42035,0.35633,30,3.5,897,23,M,homemaker,61755,40.53,-89.37,
0.66101,0.63014,135,3.5259,898,32,M,other,55116,44.911,-93.165,
0.63065,0.50863,45,2.5556,899,60,M,retired,18505,41.413,-75.652,
0.26416,0.5004,124,3.8548,900,38,M,executive,L1V3W,300,300,
0.6379,0.5445,49,3.449,901,45,F,artist,97203,45.605,-122.744,
0.67279,0.48622,136,3.8529,902,28,M,educator,20850,39.09,-77.184,
0.46892,0.4959,47,3.7447,903,17,F,student,61073,42.417,-89,
0.49614,0.44503,40,3.275,904,27,M,other,30350,33.963,-84.314,
0.50434,0.47112,41,3.8049,905,45,M,librarian,70124,30.002,-90.104,
0.40107,0.54974,147,4.5714,906,25,F,other,80526,40.588,-105.324,
0.67262,0.65419,74,3.5541,907,44,F,librarian,68504,40.853,-96.662,
0.42137,0.47489,26,4.3462,908,50,F,educator,53171,42.642,-87.903,
0.65865,0.52764,60,3.1667,909,28,M,healthcare,29301,35.011,-81.993,
0.57789,0.60505,98,3.8061,910,37,F,writer,53210,43.071,-87.974,
0.63313,0.61152,53,3.8113,911,51,M,other,6512,41.291,-72.866,
0.74058,0.62548,132,3.5227,912,27,M,student,76201,33.245,-97.201,
0.34669,0.4579,23,3.087,913,44,F,other,8105,39.92,-75.085,
0.51607,0.45618,26,3.1154,914,50,M,entertainment,60614,41.812,-87.687,
0.73183,0.4601,317,3.3659,915,27,M,engineer,N2L5N,300,300,
0.43783,0.40049,35,3.5429,916,22,F,student,20006,38.897,-77.041,
0.57936,0.63165,103,3.3495,917,40,M,scientist,70116,29.969,-90.067,
0.56827,0.44717,217,3.47,918,25,M,other,14216,42.946,-78.86,
0.44381,0.46398,26,3.2308,919,30,F,artist,90008,33.787,-118.299,
0.23705,0.46606,110,3.2727,920,20,F,student,98801,47.574,-120.352,
0.44196,0.56585,127,3.3701,921,29,F,administrator,21114,39.064,-76.623,
0.47519,0.35123,74,4.1486,922,21,M,student,E2E3R,300,300,
0.58001,0.58448,82,3.7561,923,29,M,other,11753,40.755,-73.602,
0.23473,0.40697,32,3.125,924,18,F,salesman,49036,41.905,-85.059,
0.47729,0.48926,20,3.3,925,49,M,entertainment,1701,42.446,-71.459,
0.22617,0.46112,120,3.6917,926,23,M,programmer,55428,44.981,-93.373,
0.40007,0.5494,32,4.6875,927,21,M,student,55408,44.948,-93.289,
0.62742,0.60019,49,3.6939,928,44,M,scientist,53711,43.021,-89.418,
0.39392,0.49583,63,2.9683,929,28,F,scientist,7310,40.733,-74.037,
0.61072,0.51513,61,3.7213,930,60,M,educator,33556,28.129,-82.584,
0.77704,0.59153,241,3.9668,931,58,M,educator,6437,41.339,-72.69,
0.70712,0.46255,184,2.6467,932,28,M,student,48105,42.323,-83.714,
0.5629,0.62531,174,3.7011,933,61,M,engineer,22902,38.027,-78.48,
0.23037,0.49349,39,3.9231,934,42,M,doctor,66221,38.862,-94.714,
0.49345,0.33174,142,3.7465,935,24,M,other,32789,28.602,-81.359,
0.58045,0.52921,40,3.375,936,48,M,educator,98072,47.741,-122.091,
0.30002,0.37427,108,3.2685,937,38,F,technician,55038,45.182,-92.945,
0.26433,0.43705,49,4.2653,938,26,F,student,33319,26.185,-80.241,
0.57564,0.66039,107,3.4579,939,32,M,administrator,2215,42.345,-71.108,
0.52534,0.49656,22,4.0455,940,20,M,student,97229,45.548,-122.828,
0.5775,0.59534,79,4.2658,941,48,F,librarian,78209,29.431,-98.428,
0.44875,0.28984,168,3.4107,942,22,M,student,77841,30.573,-96.327,
